977.378031, 596.978224
959.172044, 586.923499
940.810961, 576.942441
922.624249, 566.938448
904.252715, 556.897562
885.768307, 546.923037
867.275723, 536.864832
848.911466, 526.803100
967.223639, 615.016649
948.921782, 605.106413
930.752616, 595.073209
912.509925, 585.072394
894.100207, 575.132648
875.639766, 565.167073
857.249595, 555.181271
838.922696, 545.117260
957.123790, 633.340218
938.832051, 623.251069
920.737736, 613.387170
902.407897, 603.346334
884.244896, 593.503814
865.598161, 583.432940
847.210280, 573.382815
828.761416, 563.301208
947.057114, 651.599398
928.650939, 641.551288
910.572501, 631.725597
892.385297, 621.601567
874.023036, 611.756945
855.548686, 601.546203
837.116034, 591.659511
818.728829, 581.627344
936.744434, 669.694855
918.460905, 659.682984
900.381702, 649.813591
882.279880, 639.862015
863.844804, 629.933681
845.466510, 619.895880
827.107934, 609.844595
808.652808, 599.861385
926.761895, 687.883260
908.416544, 677.974557
890.452950, 668.054466
872.257106, 658.202473
853.916836, 648.232467
835.398457, 638.129582
816.987301, 628.139731
798.537959, 618.117496
916.719349, 706.162739
898.469205, 696.235744
880.421019, 686.355032
861.982775, 676.357404
843.696334, 666.478644
825.387037, 656.419433
806.988692, 646.451502
788.586019, 636.431160
906.811498, 724.384803
888.527928, 714.479159
870.180701, 704.387153
852.113651, 694.618729
833.528018, 684.517717
815.439956, 674.626248
797.024006, 664.675290
778.552164, 654.612847
896.775012, 742.494798
878.524435, 732.645658
860.130263, 722.588423
841.780664, 712.714318
823.410188, 702.620416
805.217278, 692.756402
786.889343, 682.819704
768.646703, 673.067034
