391.098598, 677.660506
412.072875, 674.759689
432.766231, 671.874970
453.534968, 668.975141
474.561458, 666.078633
495.325553, 663.198616
515.935132, 660.138958
536.575497, 657.281517
388.266874, 657.239674
408.919561, 654.327810
429.815569, 651.419733
450.683502, 648.467043
471.284423, 645.493290
492.276573, 642.584402
513.071452, 639.574594
533.805460, 636.689146
385.192161, 636.562422
406.217981, 633.650899
426.862212, 630.718020
447.778569, 627.756223
468.527584, 624.868132
489.411425, 622.020770
510.228659, 619.140838
530.789341, 616.189619
382.418608, 615.910485
403.095176, 613.039818
423.991181, 610.158306
444.545810, 607.275651
465.624476, 604.302858
486.421746, 601.419172
507.165027, 598.544987
528.062309, 595.573614
379.200849, 595.290528
400.157871, 592.438460
420.880895, 589.483103
441.978718, 586.525383
462.657289, 583.575626
483.508955, 580.708854
504.379701, 577.811581
525.169172, 574.870533
376.354714, 574.556378
397.051343, 571.642379
418.139028, 568.743330
438.790096, 565.837248
459.732803, 562.919447
480.512701, 560.021474
501.368311, 557.231851
522.132505, 554.367489
373.191819, 553.841056
394.265974, 551.001916
414.980803, 548.099170
435.847117, 545.173146
456.745465, 542.295757
477.640102, 539.405572
498.480012, 536.391219
519.297943, 533.492957
370.186592, 533.250111
390.992091, 530.348321
411.943186, 527.427758
432.768000, 524.492108
453.851197, 521.551123
474.628834, 518.598919
495.580204, 515.656679
516.379049, 512.940550
367.025952, 512.522754
388.186271, 509.531243
408.961855, 506.585787
430.045905, 503.633556
450.785023, 500.767155
471.665900, 497.847607
492.552077, 494.985674
513.406243, 492.091570
