373.146509, 633.850908
394.339673, 634.337068
415.362634, 634.479418
436.463597, 634.602036
457.284177, 635.009167
478.403653, 635.405532
499.433632, 635.505152
520.465170, 635.720400
373.307819, 613.237972
394.487176, 613.511992
415.540187, 613.680519
436.642889, 614.081420
457.586856, 614.417232
478.537974, 614.471867
499.524898, 614.612190
520.469457, 615.085640
373.509882, 592.398622
394.586439, 592.542375
415.674552, 592.881640
436.725516, 593.323720
457.689442, 593.502608
478.819715, 593.690448
499.931157, 594.066820
520.834810, 594.447991
373.590339, 571.441886
394.629432, 571.583247
415.955528, 572.025528
436.974130, 572.414440
458.115066, 572.535555
479.053476, 572.782651
500.212878, 573.210219
521.155290, 573.506888
373.900682, 550.464174
394.920390, 550.655863
416.204603, 551.172377
437.273095, 551.507016
458.383603, 551.633035
479.342721, 552.060735
500.468843, 552.448763
521.462083, 552.499532
374.227496, 529.529589
395.236614, 529.760746
416.533126, 530.299785
437.469333, 530.487200
458.554562, 530.560963
479.589916, 531.083862
500.504032, 531.458529
521.565881, 531.544028
374.320900, 508.467255
395.422376, 508.754181
416.524711, 509.250283
437.480724, 509.490252
458.631842, 509.692322
479.848052, 510.183012
500.807807, 510.458934
521.872271, 510.580781
374.471041, 487.562347
395.518851, 487.898090
416.538726, 488.401315
437.780753, 488.529691
458.922291, 488.721772
480.046190, 489.235041
501.036908, 489.521146
522.277973, 489.726751
374.520117, 466.484772
395.669156, 466.822886
416.768797, 467.322579
438.022671, 467.528212
459.175138, 467.824562
480.409359, 468.358272
501.442055, 468.476057
522.512882, 468.532323
