728.690998, 232.018733
718.582093, 250.713584
708.307918, 269.408434
698.070309, 288.054119
687.858273, 306.714899
677.804490, 325.322332
667.724333, 344.114363
657.645278, 362.513172
747.134917, 242.189042
736.939687, 260.820025
726.502106, 279.462883
716.350681, 298.125646
706.312290, 316.854831
696.143205, 335.420506
685.940885, 354.046541
675.709319, 372.431894
765.550081, 252.397517
755.245883, 270.824750
744.995157, 289.633806
734.767453, 308.238139
724.767104, 326.960877
714.462421, 345.430536
704.278420, 364.041774
694.215911, 382.642045
783.961777, 262.486498
773.653826, 281.092278
763.498846, 299.761154
753.304671, 318.494590
743.062800, 336.992833
732.753071, 355.512559
722.625182, 374.020847
712.669362, 392.639758
802.293793, 272.641236
792.078288, 291.188582
781.825224, 309.952922
771.614619, 328.540413
761.350688, 347.085484
751.253376, 365.699754
741.117068, 384.197969
730.861976, 402.608350
820.796243, 282.655263
810.414664, 301.282177
800.192815, 319.990927
789.890151, 338.558746
779.831176, 357.115856
769.699928, 375.867735
759.428796, 394.314459
749.254779, 412.697305
839.257077, 292.944297
828.731846, 311.416387
818.560510, 330.134601
808.494582, 348.768918
798.188684, 367.241280
788.064469, 385.860552
777.817082, 404.383444
767.396106, 422.723927
857.454385, 302.812593
847.283455, 321.657630
836.975745, 340.224969
826.778325, 358.745726
816.548437, 377.402833
806.348155, 395.869377
796.291610, 414.474602
785.936848, 432.874125
875.913249, 313.007669
865.656052, 331.712693
855.279651, 350.260690
845.142149, 368.777484
834.825936, 387.295984
824.592658, 405.909807
814.472786, 424.408969
804.382000, 442.887559
