803.696225, 820.571031
801.119488, 800.049274
798.703860, 779.493985
796.173209, 758.903184
793.527956, 738.325963
791.067338, 717.659500
788.508143, 697.087714
785.701675, 676.395134
783.219375, 823.140127
780.718259, 802.647707
778.066122, 782.128826
775.533134, 761.509775
773.128759, 740.872472
770.412766, 720.328715
767.884895, 699.670058
765.473586, 679.069077
762.679885, 825.695386
760.057113, 805.318113
757.572110, 784.688513
755.061872, 764.147519
752.516143, 743.547789
749.850367, 722.873324
747.329395, 702.340629
744.677636, 681.665629
742.100462, 828.322445
739.533083, 807.803570
737.043933, 787.289696
734.509640, 766.705842
731.869999, 746.102447
729.347647, 725.560617
726.713258, 704.854905
723.912572, 684.362557
721.558882, 830.897518
718.948795, 810.447934
716.531046, 789.867892
713.780272, 769.353279
711.359079, 748.743728
708.635210, 728.118443
706.086444, 707.485765
703.522390, 686.916407
701.151379, 833.485763
698.460613, 813.146059
695.846179, 792.585526
693.425067, 772.007762
690.656060, 751.357611
688.046382, 730.719425
685.420270, 710.199270
682.837345, 689.574138
680.455906, 836.269290
677.882087, 815.694322
675.332437, 795.251449
672.543584, 774.607052
670.030318, 753.995211
667.295069, 733.383770
664.764356, 712.694430
662.085959, 692.187317
659.844667, 838.866793
657.255138, 818.427099
654.633089, 797.696938
651.928102, 777.350229
649.410749, 756.670903
646.590565, 736.070623
644.062337, 715.420365
641.449232, 694.703427
639.414391, 841.530700
636.511896, 820.966085
633.996486, 800.524209
631.423316, 779.861777
628.665780, 759.362600
626.190182, 738.630852
623.506133, 718.127261
620.814396, 697.423870
